family,relation,target,sense
joy,synonym,pleasure,2
judge,synonym,approximate,
judge,synonym,estimate,
judge,synonym,evaluate,
judge,synonym,guess,
judge,synonym,justice,1
judge,synonym,mind,
judge,synonym,pronounce,
judge,synonym,try,
judicial,similar,legal,1
judiciary,synonym,bench,1
jug,synonym,jail,3
jug,synonym,lag,3
jump,synonym,bind,1
jump,synonym,leap,1
jump,synonym,parachute,
jump,synonym,skip,
jump,synonym,spring,1
jump,synonym,start,2
jump,synonym,startle,2
junction,synonym,conjunction,2
junction,synonym,join,3
junction,synonym,joint,3
junior,antonym,senior,1
junior,similar,intermediate,2
junior,similar,low,1
junior,similar,mature,3
junior,similar,minor,1
junior,similar,petty,1
junior,similar,young,1
junk,synonym,addict,
junk,synonym,debris,1
junk,synonym,dust,1
junk,synonym,freak,
junk,synonym,rubble,1
junk,synonym,scrap,3
junk,synonym,trash,3
jury,synonym,panel,2
just,synonym,but,1
just,synonym,equitable,
just,synonym,fair,
just,synonym,hardly,
just,synonym,only,1
just,synonym,scarce,
just,synonym,upright,
justice,synonym,judge,3
justly,synonym,right,2
juvenile,antonym,adult,3
juvenile,similar,mature,2
juvenile,synonym,adolescent,2
keen,similar,good,3
keen,similar,intense,2
keen,synonym,acute,1
keen,synonym,bully,3
keen,synonym,exquisite,2
keen,synonym,great,3
keen,synonym,lament,
keen,synonym,neat,3
keen,synonym,old,3
keen,synonym,sharp,1
keen,synonym,swell,3
keep,antonym,break,
keep,antonym,lose,3
keep,similar,continue,2
keep,similar,preserve,2
keep,similar,save,3
keep,similar,uphold,2
keep,synonym,celebrate,
keep,synonym,continue,2
keep,synonym,hold,1
keep,synonym,maintain,1
keep,synonym,prevent,
keep,synonym,proceed,2
keep,synonym,retain,
key,synonym,fundamental,
kick,synonym,beef,
kick,synonym,boot,
kick,synonym,complain,
kick,synonym,plains,
kick,synonym,thrill,
kid,synonym,child,1
kid,synonym,fry,1
kid,synonym,minor,1
kidding,synonym,child,3
kidding,synonym,fry,3
kidding,synonym,jolly,2
kidding,synonym,minor,3
kidnap,synonym,abduct,1
kidnap,synonym,snatch,1
kill,synonym,defeat,2
kin,synonym,akin,3
kin,synonym,clan,2
kin,synonym,family,1
kin,synonym,tribe,2
kind,antonym,kindly,2
kind,similar,benevolent,2
kind,similar,benign,2
kind,similar,charitable,2
kind,similar,gentle,2
kind,similar,gracious,2
kind,similar,kindly,2
kind,synonym,form,1
kind,synonym,sort,1
kind,synonym,tolerant,
kind,synonym,variety,1
kindly,antonym,kind,
kindly,similar,benign,3
kindly,similar,kind,2
kindly,synonym,benevolent,2
kindly,synonym,charitable,2
king,antonym,queen,1
king,synonym,baron,2
king,synonym,power,2
king,synonym,realm,
kiss,synonym,mug,
kit,synonym,outfit,2
knee,synonym,stifle,2
knife,synonym,stab,
knife,synonym,tongue,3
knight,synonym,dub,3
knight,synonym,horse,2
knit,similar,draw,3
knit,synonym,crumple,3
knit,synonym,plains,
knob,synonym,boss,1
knob,synonym,node,3
knock,synonym,bash,
knock,synonym,bump,3
knock,synonym,criticise,
knock,synonym,roast,
knot,synonym,tangle,
know,synonym,recognize,
know,synonym,screw,
label,synonym,mark,
label,synonym,pronounce,
labour,synonym,dig,
labour,synonym,grind,
labour,synonym,project,
labour,synonym,task,
lace,similar,twine,3
lace,synonym,braid,
lace,synonym,twine,3
lack,antonym,have,2
lack,synonym,deficiency,1
lack,synonym,miss,2
lack,synonym,want,1
lad,synonym,chap,1
lad,synonym,cub,2
lad,synonym,fellow,1
lad,synonym,gentleman,1
lad,synonym,son,2
ladder,synonym,run,3
laden,similar,full,3
laden,synonym,load,2
lady,synonym,madam,2
lag,synonym,interim,2
lag,synonym,jail,
lag,synonym,jug,
lag,synonym,meantime,2
lag,synonym,meanwhile,2
lag,synonym,retard,1
lamb,synonym,dear,3
lament,synonym,keen,1
lament,synonym,wail,3
lance,synonym,gig,2
lance,synonym,shaft,1
lance,synonym,spear,1
land,synonym,commonwealth,
land,synonym,country,
land,synonym,domain,3
land,synonym,earth,
land,synonym,estate,
land,synonym,ground,2
land,synonym,nation,
land,synonym,realm,
land,synonym,soil,2
language,synonym,lyric,3
language,synonym,speech,2
language,synonym,terminology,
language,synonym,word,3
lap,synonym,lick,
lap,synonym,overlap,
lapse,synonym,sink,
large,antonym,small,1
large,similar,ample,1
large,similar,big,1
large,similar,broad,1
large,similar,cosmic,1
large,similar,deep,1
large,similar,double,1
large,similar,enormous,1
large,similar,epic,1
large,similar,extensive,1
large,similar,giant,1
large,similar,gigantic,1
large,similar,grand,1
large,similar,great,1
large,similar,huge,1
large,similar,immense,1
large,similar,important,2
large,similar,massive,1
large,similar,plump,1
large,similar,significant,2
large,similar,super,1
large,similar,tremendous,1
large,similar,vast,1
large,similar,wide,1
large,synonym,big,1
large,synonym,prominent,
lash,synonym,slash,1
lash,synonym,strap,1
lash,synonym,whip,1
last,antonym,first,
last,synonym,close,1
last,synonym,conclusion,1
last,synonym,end,
last,synonym,endure,
last,synonym,final,
last,synonym,finish,1
last,synonym,live,
last,synonym,survive,
lasted,antonym,first,
lasted,similar,be,2
lasted,similar,exist,2
lasted,similar,live,2
lasted,similar,subsist,2
lasted,similar,survive,2
lasted,synonym,close,3
lasted,synonym,conclusion,3
lasted,synonym,endure,1
lasted,synonym,finish,3
lasted,synonym,go,2
lasted,synonym,live,2
lasted,synonym,survive,2
late,antonym,early,1
late,antonym,middle,1
late,similar,past,3
late,similar,ripe,1
late,synonym,former,
late,synonym,previous,
late,synonym,recent,3
latent,similar,active,2
latent,similar,possible,1
latent,similar,potential,1
lateral,similar,side,1
lateral,synonym,dominance,
latitude,synonym,parallel,3
latter,antonym,former,1
laugh,antonym,cry,1
laugh,synonym,gag,
laugh,synonym,joke,
laugh,synonym,laughter,2
laughter,synonym,laugh,1
launch,synonym,establish,1
launch,synonym,find,1
launch,synonym,founded,1
laundry,synonym,wash,1
lavish,similar,generous,1
lavish,similar,rich,2
lavish,synonym,shower,3
lavish,synonym,spare,1
law,synonym,anarchy,
law,synonym,police,
lawyer,synonym,attorney,1
lay,synonym,place,1
lay,synonym,pose,1
lay,synonym,position,1
lay,synonym,put,1
lay,synonym,set,1
layer,synonym,bed,1
layer,synonym,level,3
lazy,similar,idle,2
lazy,similar,slow,1
lead,antonym,deficit,
lead,similar,leave,2
lead,synonym,chaired,
lead,synonym,conduct,1
lead,synonym,contribute,
lead,synonym,direct,1
lead,synonym,extend,
lead,synonym,guide,1
lead,synonym,leash,
lead,synonym,leave,2
lead,synonym,result,2
lead,synonym,run,
lead,synonym,take,1
lead,synonym,tip,
lead,synonym,track,
lead,synonym,trail,
leaf,synonym,flip,
leaf,synonym,foliage,1
leaflet,synonym,book,3
leaflet,synonym,brochure,3
leaflet,synonym,folder,3
leaflet,synonym,pamphlet,3
lean,antonym,rich,
lean,synonym,angle,1
lean,synonym,incline,3
lean,synonym,list,
lean,synonym,run,3
lean,synonym,tend,3
lean,synonym,thin,
lean,synonym,tilt,1
lean,synonym,tip,1
leap,synonym,bind,1
leap,synonym,jump,1
leap,synonym,spring,1
learn,similar,find,2
learn,similar,see,2
learn,similar,witness,2
learn,synonym,acquire,1
learn,synonym,ascertain,
learn,synonym,con,3
learn,synonym,discover,2
learn,synonym,hear,2
learn,synonym,instruct,
learn,synonym,see,2
learn,synonym,teach,
lease,synonym,charter,
lease,synonym,hire,
lease,synonym,rent,1
leash,synonym,collar,3
leash,synonym,lead,1
leash,synonym,three,2
leash,synonym,trinity,2
leash,synonym,trio,2
least,antonym,most,2
leave,antonym,arrive,1
leave,similar,depart,1
leave,similar,exit,1
leave,similar,forget,2
leave,similar,lead,3
leave,similar,result,3
leave,synonym,farewell,
leave,synonym,lead,
lecture,synonym,speech,2
lecture,synonym,talk,1
ledge,synonym,shelf,1
left,antonym,right,1
left,antonym,rights,
left,similar,near,1
left,similar,port,1
left,synonym,odd,2
leg,synonym,branch,
legal,similar,judicial,1
legal,similar,legitimate,1
legal,similar,statute,1
legal,similar,valid,3
legal,synonym,sound,3
legend,synonym,caption,2
legion,synonym,host,1
legion,synonym,numerous,
legislate,synonym,pass,1
legitimate,similar,true,1
legitimate,similar,valid,2
legitimate,synonym,outlaw,
lend,antonym,borrow,2
lend,synonym,add,1
lend,synonym,bring,1
lend,synonym,contribute,1
lend,synonym,loan,2
length,synonym,distance,
length,synonym,duration,2
lesbian,similar,homosexual,1
lesion,synonym,wound,2
less,antonym,more,1
less,similar,few,3
less,similar,inferior,2
lesson,synonym,example,2
lesson,synonym,moral,3
let,antonym,prevent,1
let,similar,allow,3
let,similar,grant,3
let,synonym,allow,1
let,synonym,get,
let,synonym,permit,1
lethal,similar,fatal,1
lethal,synonym,dead,1
letter,synonym,inscription,
lettuce,synonym,bread,1
lettuce,synonym,cabbage,1
lettuce,synonym,dough,1
lettuce,synonym,loot,1
lettuce,synonym,scratch,1
lettuce,synonym,sugar,1
level,antonym,raise,
level,synonym,degree,1
level,synonym,dismantle,
level,synonym,floor,
level,synonym,grade,1
level,synonym,layer,
level,synonym,point,3
level,synonym,stage,3
level,synonym,story,
level,synonym,tier,2
levy,synonym,impose,3
levy,synonym,recruit,
liable,similar,exempt,2
liable,similar,likely,1
liable,similar,susceptible,3
liable,synonym,apt,1
liaison,synonym,affair,1
liaison,synonym,contact,2
liaison,synonym,link,2
liberal,antonym,conservative,3
liberal,similar,left,2
liberal,synonym,broad,1
liberal,synonym,handsome,
liberal,synonym,tolerant,1
liberate,synonym,free,2
liberate,synonym,loose,2
liberate,synonym,release,2
liberty,synonym,autonomy,1
licence,synonym,certify,
licence,synonym,permission,
licence,synonym,permit,3
lick,similar,thrash,1
lick,synonym,bat,1
lick,synonym,cream,1
lick,synonym,lap,2
lick,synonym,punch,
lick,synonym,solve,3
lick,synonym,thrash,1
lick,synonym,work,3
lid,synonym,hat,3
lie,antonym,sit,2
lie,antonym,stand,2
lie,similar,rest,1
lie,synonym,consist,3
lie,synonym,dwell,3
lieutenant,synonym,deputy,3
life,synonym,biography,
lift,synonym,elevate,1
lift,synonym,hoist,
lift,synonym,raise,1
lift,synonym,repeal,
lift,synonym,rise,
lift,synonym,rustle,
lift,synonym,sneak,
light,antonym,dark,
light,antonym,heavy,
light,synonym,clean,
light,synonym,ignite,
light,synonym,illuminate,
light,synonym,lightly,
light,synonym,literature,
light,synonym,scant,
light,synonym,sparkle,
light,synonym,weak,
lightly,synonym,light,2
like,antonym,dislike,
like,synonym,alike,
like,synonym,care,3
like,synonym,same,
like,synonym,similar,
like,synonym,wish,3
likely,similar,apt,1
likely,similar,credible,3
likely,similar,liable,1
likely,synonym,potential,2
likely,synonym,probably,
likewise,synonym,alike,3
likewise,synonym,also,2
likewise,synonym,too,2
limb,synonym,arm,
limit,synonym,boundary,1
limit,synonym,confine,
limit,synonym,fix,
limit,synonym,restrict,
limit,synonym,set,
limit,synonym,specify,
limp,synonym,hitch,1
line,synonym,business,
line,synonym,cable,
line,synonym,contrast,
line,synonym,course,
line,synonym,crease,
line,synonym,describe,
line,synonym,draw,
line,synonym,job,
line,synonym,lineage,
line,synonym,melody,
line,synonym,note,
line,synonym,occupation,
line,synonym,pipeline,
line,synonym,seam,
line,synonym,strain,
line,synonym,trace,
line,synonym,tune,
line,synonym,wrinkle,
lineage,synonym,blood,1
lineage,synonym,descent,1
lineage,synonym,line,1
lineage,synonym,origin,1
lineage,synonym,parent,1
lineage,synonym,stock,1
liner,synonym,lining,2
linger,antonym,rush,
linger,synonym,hover,
linger,synonym,loaf,2
linger,synonym,lounge,2
linger,synonym,lurk,2
lining,synonym,face,3
lining,synonym,liner,1
link,synonym,associate,
link,synonym,connect,
link,synonym,liaison,
link,synonym,relate,
link,synonym,tie,2
lip,synonym,brim,
lip,synonym,mouth,3
liquid,antonym,solid,
liquid,synonym,fluent,
liquidate,synonym,waste,1
liquor,synonym,spirit,1
list,synonym,incline,2
list,synonym,lean,2
list,synonym,name,3
list,synonym,tilt,2
listen,synonym,hear,2
listen,synonym,heed,3
listen,synonym,mind,3
literal,similar,exact,3
literal,similar,true,2
literal,synonym,actual,2
literal,synonym,genuine,2
literal,synonym,real,2
literary,similar,formal,3
literature,synonym,light,2
litigate,similar,act,1
litigate,similar,process,1
litigate,synonym,act,2
litigate,synonym,process,2
little,antonym,big,1
little,antonym,much,2
little,similar,less,1
little,similar,mature,3
little,similar,micro,1
little,similar,miniature,1
little,similar,minute,1
little,similar,significant,1
little,similar,slender,1
little,similar,slim,1
little,similar,small,1
little,similar,tiny,1
little,similar,wee,1
little,similar,young,3
little,synonym,petty,
little,synonym,short,
little,synonym,slight,2
little,synonym,small,1
little,synonym,trivial,
live,antonym,dead,
live,similar,be,3
live,similar,exist,3
live,similar,subsist,3
live,similar,survive,3
live,synonym,alive,
live,synonym,dwell,1
live,synonym,endure,3
live,synonym,exist,
live,synonym,go,3
live,synonym,inhabit,1
live,synonym,last,3
live,synonym,lasted,3
live,synonym,subsist,
live,synonym,survive,3
lively,antonym,dull,1
lively,similar,alive,1
lively,similar,live,1
lively,similar,warm,1
lively,synonym,alert,3
lively,synonym,brisk,3
lively,synonym,merry,3
lively,synonym,vital,
load,synonym,burden,1
load,synonym,cargo,3
load,synonym,dilute,
load,synonym,freight,3
load,synonym,laden,
load,synonym,ship,3
loaf,synonym,bum,3
loaf,synonym,linger,
loaf,synonym,lurk,
loan,synonym,lend,3
lobby,synonym,hall,1
lobby,synonym,room,1
local,antonym,express,
local,antonym,general,3
local,antonym,generals,
locality,synonym,neighbour,1
locality,synonym,vicinity,1
locate,similar,excavate,1
locate,synonym,place,3
locate,synonym,site,3
lock,synonym,engage,2
lock,synonym,mesh,2
lock,synonym,operate,2
locker,synonym,cabinet,1
locomotive,synonym,engine,1
locus,synonym,venue,1
lodge,synonym,boarder,
lodge,synonym,club,1
lodge,synonym,guild,1
lodge,synonym,inn,
lodge,synonym,order,1
lodge,synonym,society,1
lodge,synonym,stick,
loft,synonym,attic,2
loft,synonym,throw,
lone,similar,single,3
lone,similar,social,2
lone,synonym,alone,1
lone,synonym,only,3
lone,synonym,sole,3
lone,synonym,solitary,1
long,antonym,short,1
long,similar,chronic,1
long,similar,durable,1
long,similar,eternal,1
long,similar,far,2
long,similar,overnight,1
long,similar,perennial,1
long,similar,stretch,2
long,similar,tall,3
long,synonym,yearn,
look,synonym,appear,2
look,synonym,attend,
look,synonym,await,
look,synonym,bet,
look,synonym,depend,
look,synonym,expect,
look,synonym,face,
look,synonym,flavour,
look,synonym,rely,
look,synonym,seem,2
look,synonym,spirit,
look,synonym,wait,
loom,synonym,brood,3
loom,synonym,hover,3
loom,synonym,tower,2
loop,synonym,eye,1
loose,antonym,compact,1
loose,antonym,tight,3
loose,similar,light,1
loose,synonym,informal,
loose,synonym,liberate,
loose,synonym,relax,
loose,synonym,release,
loot,synonym,bread,2
loot,synonym,cabbage,2
loot,synonym,dough,2
loot,synonym,lettuce,2
loot,synonym,prize,1
loot,synonym,rifle,
loot,synonym,scratch,2
loot,synonym,sugar,2
lord,synonym,master,1
lord,synonym,noble,2
lose,antonym,find,
lose,antonym,keep,1
lose,antonym,profit,
lose,antonym,win,2
lose,synonym,miss,
loss,antonym,gain,
loss,synonym,departure,
loss,synonym,exit,
lot,synonym,administer,
lot,synonym,allot,
lot,synonym,band,3
lot,synonym,batch,1
lot,synonym,bunch,
lot,synonym,circle,3
lot,synonym,deal,1
lot,synonym,destiny,
lot,synonym,dispense,
lot,synonym,distribute,
lot,synonym,fate,
lot,synonym,flock,1
lot,synonym,hat,1
lot,synonym,heap,1
lot,synonym,luck,
lot,synonym,mass,1
lot,synonym,mess,1
lot,synonym,mint,1
lot,synonym,mountain,1
lot,synonym,pile,1
lot,synonym,plenty,1
lot,synonym,pot,1
lot,synonym,raft,1
lot,synonym,set,3
lot,synonym,sight,1
lot,synonym,stack,1
loud,antonym,soft,1
loud,similar,big,1
loud,similar,deaf,1
loud,similar,vocal,1
loud,synonym,aloud,
loud,synonym,cheap,2
loud,synonym,flash,2
lounge,synonym,couch,1
lounge,synonym,linger,
lounge,synonym,lurk,
lounge,synonym,sofa,1
love,antonym,hate,1
love,synonym,baby,3
love,synonym,beloved,3
love,synonym,darling,3
love,synonym,dear,3
love,synonym,enjoy,
love,synonym,fan,
love,synonym,honey,3
love,synonym,passion,2
love,synonym,screw,
low,antonym,high,1
low,similar,deep,2
low,similar,down,1
low,similar,soft,3
low,similar,squat,2
low,similar,under,2
low,synonym,blue,
low,synonym,humble,
low,synonym,miserable,
low,synonym,petty,
lower,antonym,raise,1
lower,antonym,upper,
lower,synonym,depress,
lower,synonym,frown,1
loyal,synonym,fast,3
loyal,synonym,firm,3
luck,synonym,chance,2
luck,synonym,circumstance,1
luck,synonym,destiny,1
luck,synonym,fate,1
luck,synonym,fortune,1
luck,synonym,hazard,2
luck,synonym,lot,1
luck,synonym,portion,1
luggage,synonym,bag,1
lumber,synonym,pound,3
lumber,synonym,timber,1
luminous,similar,bright,1
lump,synonym,ball,1
lump,synonym,chunk,1
lump,synonym,clump,1
lump,synonym,puff,2
lump,synonym,swell,2
lurch,synonym,pitch,3
lurch,synonym,stagger,1
lurch,synonym,stumble,1
lure,synonym,bait,3
lure,synonym,entice,1
lure,synonym,hook,3
lure,synonym,tempt,1
lurk,synonym,ambush,3
lurk,synonym,linger,2
lurk,synonym,loaf,2
lurk,synonym,lounge,2
lush,similar,abundant,1
lush,similar,rich,3
lush,synonym,grand,3
lust,synonym,crave,3
lust,synonym,starve,3
lust,synonym,thirst,3
lyric,synonym,language,1
lyric,synonym,word,1
machine,synonym,automobile,
machine,synonym,car,
machine,synonym,mechanic,
mad,similar,angry,1
mad,similar,sane,2
mad,similar,wild,3
mad,synonym,crazy,2
mad,synonym,frantic,3
mad,synonym,furious,
mad,synonym,sick,2
mad,synonym,sore,1
madam,synonym,lady,1
magazine,synonym,cartridge,
magazine,synonym,clip,
magic,synonym,deception,2
magic,synonym,illusion,2
magic,synonym,trick,2
magic,synonym,wizard,3
magnificent,synonym,brilliant,1
magnificent,synonym,splendid,1
magnify,synonym,amplify,1
magnify,synonym,enlarge,3
magnify,synonym,exaggerate,2
maid,synonym,maiden,2
maiden,similar,open,3
maiden,synonym,first,3
maiden,synonym,maid,1
mail,synonym,post,2
mail,synonym,send,
main,similar,important,1
main,similar,intense,3
main,synonym,chief,1
main,synonym,independent,2
main,synonym,master,1
main,synonym,primary,1
main,synonym,principal,1
maintain,synonym,assert,
maintain,synonym,conserve,2
maintain,synonym,exert,
maintain,synonym,hold,1
maintain,synonym,keep,1
maintain,synonym,preserve,2
maintain,synonym,sustain,3
maintain,synonym,uphold,
maintain,synonym,wield,
major,antonym,minor,1
major,similar,better,3
major,similar,star,1
majority,synonym,bulk,1
make,antonym,break,
make,synonym,brand,
make,synonym,build,
make,synonym,constitute,
make,synonym,construct,
make,synonym,cook,
make,synonym,create,3
make,synonym,do,1
make,synonym,earn,
make,synonym,get,2
make,synonym,hold,
make,synonym,induce,
make,synonym,nominate,
make,synonym,prepare,
make,synonym,produce,
make,synonym,reach,
make,synonym,realise,
make,synonym,seduce,
make,synonym,stimulate,
makeup,synonym,constitution,3
male,antonym,female,1
male,similar,masculine,2
malign,antonym,benign,2
malign,synonym,evil,3
mall,synonym,centre,2
mama,synonym,mum,1
man,antonym,woman,1
man,synonym,gentleman,
man,synonym,homosexual,3
man,synonym,human,3
man,synonym,mankind,
manage,antonym,fail,1
manage,synonym,care,2
manage,synonym,contend,3
manage,synonym,cope,3
manage,synonym,deal,2
manage,synonym,handle,2
manage,synonym,oversee,
manage,synonym,supervise,
manage,synonym,wield,
mandate,synonym,mandatory,2
mandatory,synonym,compulsory,1
mandatory,synonym,mandate,3
manifest,synonym,apparent,
manifest,synonym,certify,1
manifest,synonym,demonstrate,1
manifest,synonym,evidence,1
manifest,synonym,evident,
manifest,synonym,plain,
manipulate,synonym,cook,3
manipulate,synonym,fake,3
mankind,synonym,man,1
mankind,synonym,world,1
manner,synonym,fashion,1
manner,synonym,mode,1
manner,synonym,style,1
manner,synonym,way,1
mansion,synonym,hall,2
mansion,synonym,house,1
mansion,synonym,sign,1
mantle,synonym,blanket,3
mantle,synonym,cape,
mantle,synonym,curtain,
mantle,synonym,drape,
manual,antonym,automatic,
manufacture,synonym,construct,1
manufacture,synonym,fabricate,1
manufacture,synonym,industry,
manufacture,synonym,invent,2
manuscript,synonym,ms,1
many,antonym,few,1
many,similar,legion,1
many,similar,numerous,1
many,similar,some,1
map,synonym,function,2
mar,synonym,defect,3
mar,synonym,impair,1
mar,synonym,spoil,1
march,synonym,adjoin,
marched,synonym,process,1
margin,synonym,border,1
margin,synonym,perimeter,1
marine,synonym,maritime,2
maritime,synonym,marine,1
mark,similar,differentiate,2
mark,similar,distinguish,2
mark,synonym,commemorate,
mark,synonym,denounce,
mark,synonym,differentiate,3
mark,synonym,distinguish,3
mark,synonym,fool,
mark,synonym,label,1
mark,synonym,mug,
mark,synonym,notice,
mark,synonym,punctuate,
mark,synonym,scar,
mark,synonym,score,
mark,synonym,sign,
mark,synonym,tag,1
mark,synonym,target,
market,synonym,grocer,3
market,synonym,vendor,
marry,similar,cuff,1
marry,similar,tie,1
marry,similar,wed,1
marry,synonym,tie,2
marry,synonym,wed,1
marshal,synonym,mobilise,
martial,similar,military,1
marvel,synonym,wonder,1
masculine,antonym,feminine,1
masculine,similar,male,2
mash,synonym,crush,3
mash,synonym,flirt,
mash,synonym,squash,3
mash,synonym,squeeze,3
mash,synonym,wolf,
mask,synonym,cloak,
mass,synonym,batch,2
mass,synonym,bulk,
mass,synonym,deal,2
mass,synonym,flock,2
mass,synonym,hat,2
mass,synonym,heap,2
mass,synonym,lot,2
mass,synonym,mess,2
mass,synonym,mint,2
mass,synonym,mountain,2
mass,synonym,multitude,
mass,synonym,pile,2
mass,synonym,plenty,2
mass,synonym,pot,2
mass,synonym,raft,2
mass,synonym,sight,2
mass,synonym,stack,2
mass,synonym,volume,
massacre,synonym,butcher,1
massacre,synonym,slaughter,1
massive,similar,big,1
massive,similar,large,1
massive,similar,solid,2
master,synonym,chief,
master,synonym,dominate,
master,synonym,lord,2
master,synonym,main,
master,synonym,overcome,
master,synonym,primary,
master,synonym,principal,
master,synonym,superior,3
mat,synonym,raft,
match,synonym,agree,
match,synonym,correspond,
match,synonym,couple,
match,synonym,equal,
match,synonym,equate,
match,synonym,peer,
match,synonym,peered,
match,synonym,rival,
match,synonym,tally,
mate,synonym,couple,
mate,synonym,partner,
mate,synonym,spouse,
mate,synonym,union,
material,synonym,cloth,3
material,synonym,fabric,3
material,synonym,stuff,1
material,synonym,substantial,
material,synonym,textile,3
materialize,synonym,happen,1
matter,synonym,affair,1
matter,synonym,count,
matter,synonym,issue,2
matter,synonym,subject,2
matter,synonym,thing,1
matter,synonym,topic,2
mature,similar,adult,3
mature,similar,big,3
mature,similar,prime,3
mature,similar,ripe,1
mature,synonym,ripe,
mature,synonym,young,
maximise,antonym,minimise,2
maximum,antonym,minimum,1
maximum,similar,supreme,1
maximum,synonym,soap,
maybe,synonym,perhaps,1
maze,synonym,snarl,2
maze,synonym,tangle,2
mean,similar,signify,3
mean,synonym,average,
mean,synonym,entail,2
mean,synonym,excellent,
mean,synonym,imply,2
mean,synonym,intend,1
mean,synonym,signify,3
mean,synonym,splendid,
meantime,synonym,interim,1
meantime,synonym,lag,1
meantime,synonym,meanwhile,1
meanwhile,synonym,interim,3
meanwhile,synonym,lag,3
meanwhile,synonym,meantime,2
measure,synonym,amount,
measure,synonym,appraise,
measure,synonym,assess,
measure,synonym,bill,
measure,synonym,criteria,
measure,synonym,evaluate,
measure,synonym,metre,
measure,synonym,quantify,2
measure,synonym,quantity,
measure,synonym,standard,
measure,synonym,step,
meat,synonym,centre,3
meat,synonym,core,3
meat,synonym,essence,3
meat,synonym,heart,3
meat,synonym,in,3
meat,synonym,substance,3
meat,synonym,sum,3
mechanic,synonym,machine,1
mechanic,synonym,mechanism,
mechanism,synonym,mechanic,2
medal,synonym,palm,1
medal,synonym,ribbon,1
median,similar,normal,2
median,synonym,average,2
mediate,antonym,immediate,3
mediate,similar,indirect,3
mediate,synonym,arbitrate,1
mediate,synonym,direct,
mediate,synonym,intermediate,1
medical,antonym,surgical,2
medication,synonym,medicine,1
medicine,synonym,medication,2
medieval,similar,past,3
medieval,synonym,gothic,2
meditate,synonym,contemplate,1
meditate,synonym,muse,1
meditate,synonym,ponder,1
meditate,synonym,reflect,1
meditate,synonym,speculate,1
meditate,synonym,study,2
medium,similar,moderate,1
medium,synonym,average,1
medium,synonym,intermediate,1
meet,similar,adjoin,3
meet,similar,assemble,1
meet,similar,contact,3
meet,similar,gather,1
meet,similar,touch,3
meet,synonym,adjoin,
meet,synonym,assemble,
meet,synonym,converge,3
meet,synonym,encounter,1
meet,synonym,fulfil,
meet,synonym,gather,
meet,synonym,satisfy,
meet,synonym,see,1
melancholy,similar,sad,1
melody,synonym,air,1
melody,synonym,line,1
melody,synonym,strain,1
melody,synonym,tune,1
melt,similar,bleed,1
melt,similar,run,1
melt,synonym,dissolve,2
melt,synonym,fade,
melt,synonym,run,1
member,synonym,penis,
memo,synonym,memorandum,1
memorandum,synonym,memo,1
memory,synonym,monument,
memory,synonym,retention,3
memory,synonym,store,
menace,synonym,peril,3
menace,synonym,threat,1
mend,synonym,doctor,1
mend,synonym,fix,1
mend,synonym,heal,2
mend,synonym,patch,3
mend,synonym,repair,1
mend,synonym,restore,1
mental,antonym,physical,1
mental,similar,intellectual,1
mental,similar,moral,1
mental,similar,psychic,1
mental,similar,rational,1
mention,synonym,advertise,1
mention,synonym,cite,1
mention,synonym,name,1
mention,synonym,note,2
mention,synonym,observe,2
mention,synonym,refer,1
mention,synonym,remark,2
menu,synonym,card,1
menu,synonym,fare,
merchandise,synonym,product,1
merchandise,synonym,trade,3
mere,similar,plain,2
mere,synonym,bare,2
mere,synonym,simple,2
merge,synonym,blend,2
merge,synonym,combine,2
merge,synonym,flux,2
merge,synonym,fuse,2
merge,synonym,mix,2
merge,synonym,unify,1
merge,synonym,unite,1
merit,synonym,deserve,3
merit,synonym,virtue,1
merry,synonym,alert,3
merry,synonym,brisk,3
merry,synonym,festive,2
merry,synonym,gay,1
merry,synonym,jolly,1
merry,synonym,lively,3
mesh,synonym,lock,
mesh,synonym,network,
mess,synonym,batch,
mess,synonym,fix,2
mess,synonym,flock,
mess,synonym,heap,
mess,synonym,hole,2
mess,synonym,jam,2
mess,synonym,lot,
mess,synonym,mass,
mess,synonym,mint,
mess,synonym,mountain,
mess,synonym,pickle,2
mess,synonym,pile,
mess,synonym,plenty,
mess,synonym,raft,
mess,synonym,stack,
message,synonym,content,2
message,synonym,substance,2
metaphysic,similar,theoretical,3
meticulous,similar,precise,1
metre,synonym,beat,2
metre,synonym,measure,2
metre,synonym,time,3
micro,similar,little,1
micro,similar,small,1
middle,antonym,early,
middle,antonym,end,2
middle,antonym,late,
middle,synonym,centre,1
middle,synonym,eye,1
middle,synonym,heart,1
midst,synonym,thick,1
might,synonym,power,1
mighty,synonym,right,2
mild,antonym,intense,1
mild,similar,gentle,1
mild,similar,humble,2
mild,similar,moderate,1
mild,similar,soft,1
mild,synonym,modest,2
mild,synonym,soft,3
militant,similar,aggressive,3
military,antonym,civilian,3
military,similar,martial,2
militia,synonym,reserve,1
mill,synonym,factory,1
mill,synonym,grind,3
million,similar,cardinal,3
million,synonym,billion,2
mince,synonym,moderate,1
mind,antonym,forget,
mind,synonym,beware,
mind,synonym,brain,1
mind,synonym,head,1
mind,synonym,heed,
mind,synonym,idea,
mind,synonym,intellect,
mind,synonym,judge,3
mind,synonym,listen,
mineral,similar,organic,3
mingle,synonym,blend,
mingle,synonym,mix,1
